,Date,BTC-USD,LTC-USD,NMC-USD,DOGE-USD,XRP-USD,DASH-USD,XMR-USD,XVG-USD,XLM-USD
663,2016-10-24,90378800.0,3154970.0,10904.0,93591.0,2780690.0,1147660.0,2973160.0,2629.0,68368.0
664,2016-10-25,88877104.0,5418040.0,14407.0,143192.0,2969280.0,1507430.0,1630120.0,462.0,53832.0
665,2016-10-26,96105296.0,6216070.0,28922.0,122038.0,4302920.0,1527680.0,2043670.0,2596.0,159436.0
666,2016-10-27,81145504.0,4260230.0,9277.0,95798.0,3881320.0,1102490.0,3034820.0,339.0,64020.0
667,2016-10-28,134760992.0,5732580.0,22839.0,563580.0,3471390.0,1459460.0,10900200.0,460.0,201667.0
668,2016-10-29,100665000.0,4364420.0,6878.0,112318.0,2071780.0,1180810.0,5648010.0,602.0,80875.0
669,2016-10-31,97064400.0,3893350.0,24128.0,147892.0,2515480.0,1001140.0,3111700.0,653.0,88239.0
670,2016-11-01,130527000.0,4714890.0,28453.0,169851.0,1875440.0,1334790.0,3841800.0,178.0,39128.0
671,2016-11-02,84865200.0,3646100.0,11739.0,71284.0,1739300.0,1234770.0,2473050.0,497.0,43064.0
672,2016-11-03,172808000.0,5883490.0,41288.0,157604.0,3114110.0,1443680.0,4438690.0,473.0,54324.0
673,2016-11-04,99907696.0,3481430.0,11513.0,74584.0,2707110.0,1315030.0,2611470.0,154.0,18107.0
674,2016-11-05,53752300.0,2318820.0,4253.0,51849.0,967011.0,764091.0,602968.0,289.0,11174.0
675,2016-11-06,59902200.0,2192880.0,2313.0,67305.0,784787.0,1174590.0,666680.0,1445.0,58461.0
676,2016-11-07,65047100.0,2806430.0,19411.0,922936.0,2308500.0,1597080.0,3690120.0,337.0,34635.0
677,2016-11-08,79660800.0,2493340.0,9788.0,186033.0,2477080.0,1509000.0,9416390.0,60.0,30553.0
678,2016-11-09,132429000.0,2894790.0,23156.0,117069.0,3575540.0,951744.0,8149530.0,553.0,44284.0
679,2016-11-10,68807800.0,2334820.0,3119.0,113130.0,2600650.0,621946.0,3175600.0,718.0,36825.0
680,2016-11-11,63119700.0,2124360.0,4012.0,111646.0,2039200.0,978517.0,4256380.0,594.0,38438.0
681,2016-11-12,64622500.0,2592430.0,48902.0,198530.0,1708000.0,1066110.0,7239650.0,170.0,24842.0
682,2016-11-13,80318096.0,3344370.0,49298.0,145317.0,2201990.0,828714.0,8454760.0,365.0,30930.0
683,2016-11-14,62993000.0,2525810.0,33948.0,54995.0,1283330.0,619525.0,5270540.0,639.0,32401.0
684,2016-11-15,72038496.0,3032290.0,7772.0,106308.0,3078090.0,899729.0,3711090.0,129.0,26787.0
685,2016-11-16,141294000.0,4232760.0,47197.0,133220.0,2905840.0,850986.0,9338200.0,2867.0,43749.0
686,2016-11-17,108579000.0,3120160.0,32405.0,106863.0,2401030.0,1037810.0,4696950.0,935.0,74554.0
687,2016-11-18,87363104.0,2650960.0,15637.0,142607.0,2487390.0,867850.0,3854500.0,499.0,21364.0
688,2016-11-19,110608000.0,2048720.0,11165.0,56456.0,1296770.0,1120590.0,2490080.0,281.0,9237.0
689,2016-11-20,154116000.0,2680300.0,93671.0,84047.0,1875290.0,837398.0,3534630.0,117.0,17977.0
690,2016-11-21,60802400.0,1999840.0,6683.0,75165.0,2594010.0,685102.0,1586190.0,299.0,4925.0
691,2016-11-22,129906000.0,2347880.0,12983.0,78701.0,2400100.0,822084.0,9996320.0,198.0,32403.0
692,2016-11-23,76543800.0,2184200.0,21681.0,71915.0,3730650.0,798355.0,4170450.0,465.0,21588.0
693,2016-11-24,85919296.0,2089790.0,6365.0,106697.0,1845880.0,929254.0,5756150.0,1851.0,35768.0
694,2016-11-25,67807600.0,2211790.0,15193.0,55052.0,995869.0,1170070.0,2450680.0,409.0,13354.0
695,2016-11-26,54962700.0,1782340.0,1878.0,51450.0,560816.0,947235.0,1632680.0,922.0,31598.0
696,2016-11-27,52601800.0,1631940.0,10746.0,64760.0,525140.0,1058670.0,2604180.0,292.0,7384.0
697,2016-11-28,61888600.0,1726410.0,13512.0,77058.0,1818750.0,848792.0,1931140.0,173.0,13301.0
698,2016-11-29,68511104.0,2436960.0,46954.0,75059.0,1551670.0,1402230.0,2468920.0,301.0,9853.0
699,2016-11-30,84070800.0,1857280.0,26928.0,50524.0,1495310.0,605542.0,11077200.0,674.0,15505.0
700,2016-12-01,80461904.0,1985600.0,30038.0,121422.0,1142000.0,672328.0,5605070.0,215.0,60747.0
701,2016-12-02,127605000.0,2559070.0,56807.0,94692.0,1756030.0,823934.0,6249910.0,460.0,29715.0
702,2016-12-03,69547296.0,1805780.0,67868.0,79712.0,1213480.0,939632.0,2100120.0,218.0,29495.0
703,2016-12-04,60557900.0,1908090.0,60025.0,55311.0,1167110.0,889416.0,2491800.0,290.0,8556.0
704,2016-12-05,106363000.0,11106200.0,45806.0,125542.0,867666.0,979175.0,2413870.0,94.0,17747.0
705,2016-12-06,116218000.0,3007340.0,53579.0,56771.0,1396500.0,1016800.0,3566450.0,271.0,856036.0
706,2016-12-07,96426096.0,2537240.0,11356.0,78009.0,2805260.0,787296.0,1800020.0,30.0,2369690.0
707,2016-12-08,80111904.0,2683090.0,6065.0,73483.0,2789540.0,713673.0,1391520.0,254.0,1531460.0
708,2016-12-09,68705296.0,1758140.0,4054.0,70556.0,2421860.0,870014.0,1230840.0,1758.0,519467.0
709,2016-12-10,53843100.0,2093810.0,3710.0,113819.0,1297860.0,781253.0,954105.0,824.0,481548.0
710,2016-12-11,57313400.0,1948170.0,7746.0,164021.0,978511.0,1065390.0,1511400.0,241.0,306783.0
711,2016-12-12,76571000.0,2465660.0,6774.0,111702.0,1449640.0,1054770.0,1037600.0,257.0,230324.0
712,2016-12-13,81645600.0,1962750.0,5523.0,82531.0,1946660.0,971378.0,892392.0,98.0,207838.0
713,2016-12-14,75979000.0,2618560.0,12370.0,60084.0,2002770.0,1416530.0,3268750.0,110.0,83790.0
714,2016-12-15,81580096.0,2679340.0,17769.0,100360.0,1050570.0,1999050.0,1224190.0,569.0,673328.0
715,2016-12-16,83608200.0,1625780.0,11566.0,92083.0,2575390.0,1951350.0,960469.0,183.0,1241390.0
716,2016-12-17,78989800.0,2559210.0,35393.0,155943.0,1838990.0,1964650.0,1046610.0,224.0,350471.0
717,2016-12-18,60524400.0,1951490.0,41885.0,73407.0,1194400.0,1935260.0,2073320.0,608.0,142791.0
718,2016-12-19,74886400.0,2274070.0,51487.0,225757.0,1109670.0,2089000.0,1948360.0,24.0,125139.0
719,2016-12-20,99629296.0,2335510.0,30856.0,186803.0,2284690.0,2236060.0,2093870.0,37.0,130279.0
720,2016-12-21,155576000.0,2913250.0,12502.0,205205.0,2300840.0,2189580.0,2788170.0,865.0,123212.0
721,2016-12-22,200027008.0,3657740.0,35811.0,260272.0,2897110.0,2611390.0,4342540.0,64.0,195628.0
722,2016-12-23,275564000.0,15539100.0,101486.0,378406.0,3514540.0,2883150.0,4014090.0,244.0,176957.0
723,2016-12-24,137727008.0,19773600.0,96940.0,422843.0,2495670.0,2686220.0,1553340.0,110.0,53322.0
724,2016-12-25,143664992.0,11363100.0,64818.0,241911.0,2188780.0,2578850.0,2456860.0,68.0,29175.0
725,2016-12-26,123771000.0,7603100.0,20881.0,141805.0,1640840.0,2106310.0,2243850.0,133.0,23143.0
726,2016-12-27,167308000.0,9294450.0,10995.0,251069.0,2471000.0,2285700.0,10888000.0,275.0,126849.0
727,2016-12-28,236630000.0,10319300.0,79912.0,295278.0,2064130.0,2490150.0,13579500.0,301.0,66923.0
728,2016-12-29,199320000.0,9352850.0,13919.0,214764.0,1345050.0,3237930.0,8200850.0,222.0,144014.0
729,2016-12-30,187474000.0,11912800.0,18493.0,176730.0,1379470.0,4445310.0,3491280.0,303.0,55768.0
730,2016-12-31,99135104.0,9210720.0,15332.0,73496.0,272884.0,3468330.0,4421340.0,21.0,43346.0
731,2017-01-01,147775008.0,11337500.0,14887.0,136829.0,418978.0,3684210.0,3923550.0,297.0,39325.0
732,2017-01-02,222184992.0,14595300.0,62014.0,195520.0,1046250.0,3800380.0,12171300.0,773.0,46380.0
733,2017-01-03,185168000.0,10055700.0,103339.0,132352.0,1014830.0,3846520.0,16381900.0,207.0,39944.0
734,2017-01-04,344945984.0,13762400.0,453152.0,442095.0,1642730.0,4901250.0,10179100.0,293.0,85385.0
735,2017-01-05,510199008.0,19196000.0,135962.0,994730.0,4058170.0,2579450.0,8528910.0,174.0,208399.0
736,2017-01-06,351876000.0,11063700.0,46231.0,305084.0,1746150.0,2262740.0,9256850.0,202.0,121804.0
737,2017-01-07,279550016.0,14628400.0,46643.0,315096.0,1351030.0,2542530.0,9904390.0,1361.0,74459.0
738,2017-01-08,158715008.0,11728600.0,16439.0,132159.0,554133.0,3118970.0,3741330.0,60.0,26202.0
739,2017-01-09,141876992.0,11165200.0,12025.0,160173.0,702255.0,2365630.0,4649000.0,385.0,36858.0
740,2017-01-10,115808000.0,15157900.0,26336.0,204249.0,2510530.0,1391630.0,3943650.0,83.0,24044.0
741,2017-01-11,310928992.0,21863300.0,67971.0,458200.0,3436270.0,3100210.0,4338380.0,583.0,168734.0
742,2017-01-12,222326000.0,13690900.0,25561.0,263155.0,5013190.0,8272830.0,2923060.0,82.0,196679.0
743,2017-01-13,168968000.0,7720620.0,16043.0,108930.0,2059340.0,8400930.0,6063910.0,42.0,88948.0
744,2017-01-14,93063296.0,3999180.0,82583.0,71388.0,1307810.0,7960870.0,3439220.0,119.0,65155.0
745,2017-01-15,71013600.0,9341360.0,7085.0,77839.0,780822.0,4362180.0,7417420.0,217.0,50895.0
746,2017-01-16,82755200.0,8159260.0,21277.0,103512.0,699284.0,3715630.0,3507560.0,349.0,49556.0
747,2017-01-17,155095008.0,4816480.0,26109.0,161002.0,1842150.0,1810660.0,4403350.0,212.0,52442.0
748,2017-01-18,225676992.0,4321020.0,20513.0,98052.0,1342730.0,1510760.0,4232060.0,70.0,133001.0
749,2017-01-19,105625000.0,4090650.0,10575.0,64430.0,760684.0,2170870.0,3546870.0,3820.0,136244.0
750,2017-01-20,86728400.0,3427180.0,8505.0,72040.0,620052.0,2021010.0,3768400.0,86.0,123512.0
751,2017-01-21,111158000.0,2717700.0,6324.0,131115.0,553724.0,1958960.0,2878010.0,500.0,71722.0
752,2017-01-22,116573000.0,2630830.0,8073.0,72923.0,362422.0,1918440.0,2588540.0,809.0,60392.0
753,2017-01-23,73588600.0,2725110.0,9243.0,60873.0,309838.0,1553800.0,2414740.0,5085.0,84697.0
754,2017-01-24,111349000.0,2629220.0,9901.0,59545.0,509262.0,2694720.0,3121430.0,1143.0,64052.0
755,2017-01-25,120831000.0,6863540.0,9856.0,71636.0,522497.0,1656580.0,1897140.0,917.0,95889.0
756,2017-01-26,131958000.0,5817220.0,7043.0,93096.0,1446950.0,1348170.0,2172210.0,685.0,68879.0
757,2017-01-27,125594000.0,5049680.0,7288.0,114996.0,924745.0,1303190.0,4346850.0,229.0,106139.0
758,2017-01-28,68979600.0,3305270.0,19737.0,54080.0,241491.0,1333010.0,6585960.0,2371.0,63589.0
759,2017-01-29,60851700.0,2804420.0,19467.0,88538.0,325176.0,1363910.0,3027920.0,304.0,31416.0
760,2017-01-30,78227296.0,10192700.0,35353.0,60616.0,391822.0,2046270.0,2171460.0,1241.0,168268.0
761,2017-01-31,164582000.0,15799800.0,36391.0,122078.0,661444.0,1384500.0,8919760.0,1517.0,154049.0
762,2017-02-01,150110000.0,7753930.0,29161.0,83192.0,1836820.0,2139000.0,2715170.0,989.0,60079.0
763,2017-02-02,145820992.0,5175450.0,30679.0,76734.0,670888.0,1350760.0,2841870.0,2360.0,82584.0
764,2017-02-03,201278000.0,8548470.0,25004.0,112018.0,548263.0,1818910.0,5732620.0,1334.0,63775.0
765,2017-02-04,155064000.0,6926300.0,17393.0,113546.0,314187.0,1598070.0,3475030.0,55.0,64988.0
766,2017-02-05,114208000.0,4635400.0,20476.0,99078.0,367001.0,1905980.0,2054440.0,102.0,82642.0
767,2017-02-06,111762000.0,4972300.0,12872.0,90884.0,386766.0,1025680.0,2124790.0,424.0,61960.0
768,2017-02-07,146007008.0,6570650.0,12961.0,110704.0,945440.0,1388260.0,3523120.0,1384.0,112816.0
769,2017-02-08,201855008.0,7016980.0,15739.0,162662.0,860217.0,1552640.0,2124700.0,386.0,135615.0
770,2017-02-09,407220000.0,21297300.0,45290.0,200542.0,1700680.0,1793860.0,4268990.0,320.0,132588.0
771,2017-02-10,190452000.0,7918280.0,18410.0,94677.0,808768.0,1386930.0,2472350.0,280.0,98448.0
772,2017-02-11,102261000.0,3340840.0,16691.0,94779.0,334607.0,1216530.0,2190900.0,531.0,63281.0
773,2017-02-12,67530000.0,2706320.0,16186.0,96618.0,230479.0,1264080.0,2154250.0,398.0,64662.0
774,2017-02-13,100607000.0,4721650.0,14987.0,128635.0,462843.0,1464030.0,1687590.0,4367.0,70642.0
775,2017-02-14,137946000.0,3994400.0,22519.0,129514.0,671150.0,1948330.0,4166850.0,84.0,63693.0
776,2017-02-15,89759400.0,2683590.0,14151.0,154245.0,813299.0,3355410.0,4811600.0,61.0,163475.0
777,2017-02-16,122277000.0,3991580.0,22168.0,135279.0,1355840.0,2859140.0,3256190.0,136.0,112630.0
778,2017-02-17,136474000.0,4001350.0,9810.0,153199.0,1160600.0,1859180.0,1711010.0,75.0,79792.0
779,2017-02-18,99073504.0,3209270.0,60022.0,158688.0,1866850.0,3498460.0,1871110.0,883.0,127180.0
780,2017-02-19,77423296.0,2701490.0,16851.0,74856.0,896856.0,5688120.0,1663440.0,321.0,65984.0
781,2017-02-20,109478000.0,3128060.0,30580.0,89141.0,880117.0,4159380.0,8429880.0,63.0,62491.0
782,2017-02-21,186868992.0,4110740.0,19341.0,102673.0,653081.0,4093200.0,4476160.0,367.0,149743.0
783,2017-02-22,136100000.0,4547610.0,11185.0,108610.0,500712.0,2625710.0,2486660.0,280.0,162748.0
784,2017-02-23,189454000.0,4096480.0,39276.0,110405.0,750533.0,4664780.0,2875250.0,58.0,131865.0
785,2017-02-24,330759008.0,6921090.0,38591.0,118202.0,1343690.0,10322700.0,8707610.0,456.0,186269.0
786,2017-02-25,139960992.0,3581200.0,15018.0,64485.0,684577.0,7377240.0,3102200.0,589.0,119102.0
787,2017-02-26,116486000.0,2688250.0,10430.0,55007.0,258373.0,4656680.0,2039860.0,370.0,149964.0
788,2017-02-27,131570000.0,3766590.0,12792.0,115816.0,641126.0,4064580.0,1343950.0,189.0,99411.0
789,2017-02-28,184956000.0,4045440.0,10948.0,90932.0,1693350.0,10042800.0,4316810.0,425.0,73171.0
790,2017-03-01,229056992.0,4405000.0,29112.0,136870.0,1630460.0,31700200.0,6449830.0,873.0,263991.0
791,2017-03-02,368275008.0,9439480.0,288171.0,203994.0,3811500.0,72796200.0,7161980.0,935.0,443801.0
792,2017-03-03,315739008.0,7515680.0,75618.0,146345.0,2703850.0,33651400.0,7926590.0,869.0,242064.0
793,2017-03-04,183270000.0,3361400.0,36242.0,94177.0,1372440.0,14949600.0,2239270.0,332.0,104298.0
794,2017-03-05,134127000.0,2836910.0,64459.0,69490.0,1044760.0,12260100.0,5455280.0,432.0,105342.0
795,2017-03-06,153656992.0,4393810.0,349125.0,111585.0,1023500.0,12933400.0,6913360.0,155.0,192854.0
796,2017-03-07,291256000.0,5619560.0,166865.0,169049.0,2901920.0,9034640.0,5928550.0,192.0,434802.0
797,2017-03-08,332603008.0,4594400.0,151062.0,242738.0,3432500.0,7640390.0,4244610.0,37.0,310617.0
798,2017-03-09,212283008.0,3092100.0,29533.0,110162.0,2064660.0,21013500.0,3489930.0,85.0,186214.0
799,2017-03-10,563795968.0,7090150.0,87491.0,327829.0,3144440.0,24723800.0,10802800.0,631.0,344787.0
800,2017-03-11,283320000.0,3463740.0,125081.0,142059.0,1818590.0,55127200.0,6499310.0,59.0,393229.0
801,2017-03-12,227176000.0,3373750.0,521313.0,320578.0,1531030.0,46099200.0,17931000.0,297.0,352712.0
802,2017-03-13,380276992.0,22439100.0,5195630.0,998448.0,2561890.0,36706700.0,19566500.0,683.0,667701.0
803,2017-03-14,245306000.0,7928910.0,2497740.0,350586.0,1358830.0,37180000.0,10072300.0,1111.0,389076.0
804,2017-03-15,297804992.0,6571900.0,1328330.0,395931.0,1376090.0,68173104.0,12265200.0,528.0,482234.0
805,2017-03-16,638568000.0,12755200.0,2381740.0,448480.0,3860210.0,54538700.0,31673800.0,126.0,447895.0
806,2017-03-17,706598976.0,11109600.0,972252.0,393182.0,3442010.0,44263600.0,36529400.0,449.0,469909.0
807,2017-03-18,621302016.0,12199700.0,898977.0,474001.0,7223300.0,74763696.0,16830500.0,697.0,691703.0
808,2017-03-19,406648000.0,6013050.0,656786.0,335532.0,4241970.0,44670100.0,22162500.0,839.0,433766.0
809,2017-03-20,286529984.0,4068240.0,275691.0,339899.0,3423710.0,25082500.0,10860900.0,748.0,370907.0
810,2017-03-21,337391008.0,4970080.0,275602.0,243988.0,3021440.0,40860300.0,18555800.0,824.0,619468.0
811,2017-03-22,380840992.0,5949960.0,252172.0,344528.0,4652530.0,46138100.0,9699960.0,2983.0,432155.0
812,2017-03-23,248540000.0,3354160.0,261162.0,195765.0,12315100.0,15500100.0,7419900.0,2517.0,618716.0
813,2017-03-24,491038016.0,12524300.0,156528.0,1776640.0,24493700.0,33033000.0,13807600.0,1567.0,1801530.0
814,2017-03-25,435803008.0,7904680.0,146180.0,1274960.0,11334900.0,23040200.0,10858900.0,3310.0,600309.0
815,2017-03-26,303668000.0,3911060.0,70053.0,1203110.0,5475230.0,20996100.0,7408990.0,1524.0,632107.0
816,2017-03-26,372535008.0,5162690.0,109654.0,1082440.0,6336150.0,45830500.0,11887200.0,1982.0,736513.0
817,2017-03-27,326332000.0,4297870.0,612260.0,708276.0,3111280.0,24886900.0,10061200.0,10556.0,570028.0
818,2017-03-28,298457984.0,8479960.0,135565.0,399763.0,3344230.0,18209000.0,6704720.0,33895.0,653952.0
819,2017-03-29,352968992.0,191251008.0,1363920.0,1673200.0,19821800.0,26036700.0,5993880.0,13082.0,1959610.0
820,2017-03-30,447287008.0,98922600.0,456892.0,2525700.0,72699400.0,37471500.0,6955980.0,8038.0,3674930.0
821,2017-03-31,289633984.0,57711700.0,186383.0,1030280.0,30657700.0,17542100.0,7622780.0,2805.0,1708130.0
822,2017-04-01,514187008.0,88560400.0,1299100.0,4276890.0,230622000.0,26723500.0,7427960.0,3778.0,9856240.0
823,2017-04-02,580444032.0,114179000.0,1516450.0,8704480.0,155550000.0,42403200.0,7080440.0,9091.0,7365010.0
824,2017-04-03,436310016.0,129208000.0,440887.0,3070990.0,78538096.0,33869600.0,7062530.0,5269.0,2078250.0
825,2017-04-04,414784000.0,217834000.0,1301110.0,1696750.0,42360300.0,31084000.0,9188050.0,3508.0,2314330.0
826,2017-04-05,511222016.0,194300000.0,405328.0,2738610.0,48264600.0,21464900.0,11553100.0,5709.0,1977700.0
827,2017-04-06,317022016.0,94765600.0,150574.0,2669470.0,36825000.0,13046400.0,5499430.0,2566.0,2167870.0
828,2017-04-07,209312000.0,58489100.0,244654.0,1249660.0,14782600.0,10316300.0,6218750.0,1570.0,1112600.0
829,2017-04-08,242343008.0,90963296.0,355664.0,1720980.0,15695600.0,8535590.0,5711770.0,4320.0,1153510.0
830,2017-04-09,215883008.0,74425696.0,594804.0,1181340.0,12012700.0,12222700.0,6591730.0,4472.0,584656.0
831,2017-04-10,216182000.0,50700000.0,184607.0,694146.0,11301000.0,12016500.0,5356450.0,12849.0,464053.0
832,2017-04-11,288702016.0,159255008.0,364498.0,940905.0,13437000.0,21914300.0,6401630.0,8396.0,1672850.0
833,2017-04-12,351968992.0,64187400.0,196099.0,1421850.0,15872400.0,29296100.0,5980210.0,4002.0,940308.0
834,2017-04-13,254827008.0,61137000.0,138484.0,1462360.0,8869300.0,15477900.0,8949460.0,38835.0,1618350.0
835,2017-04-14,203559008.0,47922000.0,144735.0,892718.0,4972610.0,17237300.0,4483370.0,64472.0,997774.0
836,2017-04-15,183231008.0,24321400.0,95274.0,1835340.0,5980280.0,11539500.0,4222960.0,190486.0,2437240.0
837,2017-04-16,253206000.0,104055000.0,274114.0,1791470.0,7933260.0,10470900.0,6055450.0,93560.0,2006350.0
838,2017-04-17,270524000.0,83183296.0,226745.0,1308510.0,8970210.0,14595000.0,4459260.0,45348.0,1311170.0
839,2017-04-18,288060992.0,55784900.0,241623.0,940790.0,13265600.0,11688300.0,5877830.0,53864.0,1247360.0
840,2017-04-19,315108000.0,55828300.0,169479.0,1828250.0,25650400.0,9144880.0,6216400.0,36772.0,1480220.0
841,2017-04-20,272167008.0,99012200.0,241415.0,692528.0,28245700.0,9790840.0,6704090.0,22923.0,832714.0
842,2017-04-21,249320000.0,158914000.0,388932.0,853796.0,9020550.0,9913170.0,5266460.0,27041.0,562394.0
843,2017-04-22,258951008.0,198452000.0,733067.0,3778280.0,4976320.0,8328060.0,4155640.0,22293.0,455599.0
844,2017-04-23,235806000.0,60177200.0,181693.0,1427570.0,6333250.0,7918480.0,4584190.0,14162.0,1869950.0
845,2017-04-24,242556000.0,56668300.0,2057260.0,1498410.0,13469200.0,8641860.0,5148290.0,16737.0,964780.0
846,2017-04-25,329631008.0,71308800.0,3466450.0,1349140.0,11921700.0,8605760.0,6027790.0,8116.0,1690360.0
847,2017-04-26,449196992.0,76208000.0,1366210.0,4707330.0,16661600.0,18560500.0,12843800.0,10695.0,1146270.0
848,2017-04-27,527488992.0,41067800.0,398837.0,4437500.0,81121600.0,16201200.0,10457300.0,5968.0,3809910.0
849,2017-04-28,422705984.0,45713600.0,780744.0,5870990.0,114359000.0,39496900.0,10461300.0,11141.0,3841410.0
850,2017-04-29,413115008.0,43929100.0,808107.0,3614180.0,41974200.0,19963300.0,10910000.0,16459.0,4071450.0
851,2017-04-30,713624000.0,66989400.0,1265160.0,5565600.0,61730100.0,22978900.0,14214000.0,9894.0,6020040.0
852,2017-05-01,477337984.0,38692100.0,821318.0,5211860.0,33814700.0,14430400.0,7486110.0,12046.0,3915940.0
853,2017-05-02,583795968.0,253440992.0,1955890.0,4436450.0,42869000.0,18749400.0,12602800.0,13225.0,3243780.0
854,2017-05-03,933548992.0,242912000.0,7149500.0,4638240.0,153374000.0,26417800.0,13585800.0,27851.0,9005050.0
855,2017-05-04,946035968.0,218948992.0,3300080.0,9754900.0,184430000.0,29039200.0,24376200.0,29354.0,61331300.0
856,2017-05-05,582529984.0,108083000.0,1008060.0,14651900.0,88394200.0,17201700.0,14355000.0,10393.0,106770000.0
857,2017-05-06,1080029952.0,187718000.0,4981510.0,34856400.0,249028992.0,30297200.0,31328600.0,16508.0,280844992.0
858,2017-05-07,1340320000.0,132650000.0,2380660.0,23381600.0,402611008.0,26320700.0,25549000.0,14375.0,235720992.0
859,2017-05-08,1167920000.0,251516992.0,3387640.0,18473100.0,214002000.0,33359200.0,21083700.0,13946.0,102791000.0
860,2017-05-09,915723008.0,410465984.0,2433090.0,9734520.0,138792000.0,17906900.0,12732500.0,56012.0,56635600.0
861,2017-05-10,799489984.0,206136992.0,958751.0,7417150.0,103699000.0,15996300.0,9288200.0,106379.0,78875504.0
862,2017-05-11,740984000.0,110569000.0,1300110.0,6218670.0,123635000.0,15467900.0,8023910.0,91463.0,82480400.0
863,2017-05-12,579635008.0,83564400.0,1202780.0,5599360.0,117101000.0,14419400.0,7213280.0,33434.0,38550000.0
864,2017-05-13,437196000.0,67853200.0,820065.0,4752270.0,69732000.0,12006000.0,7419170.0,17914.0,24580000.0
865,2017-05-14,731529024.0,97147904.0,1039110.0,5239470.0,223923008.0,15672900.0,8160330.0,23049.0,45247300.0
866,2017-05-15,959044992.0,136875008.0,1378420.0,7799600.0,440881984.0,14638900.0,9801320.0,30949.0,88963696.0
867,2017-05-16,1064729984.0,141118000.0,985715.0,19914100.0,470974016.0,15847600.0,10576800.0,68910.0,62153000.0
868,2017-05-17,894321024.0,115830000.0,4163070.0,30426900.0,237644000.0,14126000.0,15586800.0,545512.0,32403600.0
869,2017-05-18,1157289984.0,96923800.0,2159330.0,15752100.0,269894016.0,25889600.0,10692300.0,1446320.0,43101100.0
870,2017-05-19,961336000.0,59065000.0,787614.0,23947700.0,237792000.0,22378100.0,23733000.0,491970.0,28521900.0
871,2017-05-20,1147859968.0,104882000.0,1760990.0,105483000.0,129765000.0,19898000.0,10952100.0,2587680.0,68217904.0
872,2017-05-21,1942220032.0,164828992.0,1646150.0,122287000.0,265699008.0,76089200.0,28469700.0,5242510.0,51927100.0
873,2017-05-22,1378749952.0,216875008.0,1428280.0,69025696.0,153050000.0,51407800.0,68629504.0,2262820.0,27316000.0
874,2017-05-23,1725379968.0,196292000.0,1730680.0,55427800.0,166168000.0,47161500.0,95915696.0,3132970.0,33639600.0
875,2017-05-24,2406700032.0,687651008.0,2122920.0,47384900.0,237804992.0,60488800.0,52485500.0,2124070.0,38523600.0
876,2017-05-25,1763480064.0,484254016.0,1396820.0,32173900.0,253935008.0,45411400.0,24735300.0,1045830.0,29999000.0
877,2017-05-26,1700480000.0,505424000.0,2105590.0,51605800.0,255532000.0,39936600.0,20990300.0,902966.0,34650400.0
878,2017-05-27,1147139968.0,377039008.0,651383.0,34751700.0,122253000.0,39651700.0,19020300.0,592817.0,22760700.0
879,2017-05-28,994625024.0,219796000.0,1283790.0,19870300.0,86555600.0,35802200.0,31360800.0,437332.0,14856200.0
880,2017-05-29,1443970048.0,216944000.0,987182.0,22734100.0,92808704.0,42919400.0,23048100.0,548715.0,15039500.0
881,2017-05-30,1544829952.0,298675008.0,634812.0,19840600.0,160620000.0,59781000.0,15027900.0,438933.0,20809500.0
882,2017-05-31,1653180032.0,420472992.0,1066790.0,23980700.0,588819008.0,46692500.0,12849800.0,1061320.0,46517700.0
883,2017-06-01,1317030016.0,332251008.0,754217.0,34663300.0,293676992.0,39172500.0,9539580.0,3449880.0,15282100.0
884,2017-06-02,1514950016.0,290556000.0,909521.0,40595200.0,155454000.0,39144000.0,9819610.0,5156840.0,14987500.0
885,2017-06-03,1355120000.0,204435008.0,2556960.0,47092000.0,153488000.0,28248800.0,9805040.0,12418000.0,11654400.0
886,2017-06-04,1369309952.0,366900992.0,1175180.0,53883800.0,78433504.0,40209200.0,16780900.0,16845600.0,16897100.0
887,2017-06-05,2089609984.0,321099008.0,1889030.0,44359200.0,132720000.0,66883600.0,34918400.0,12489700.0,27300600.0
888,2017-06-06,1517709952.0,264596992.0,1063860.0,29591900.0,145839008.0,44240500.0,50623800.0,6484760.0,50180500.0
889,2017-06-07,1281170048.0,229004992.0,687004.0,30213200.0,103152000.0,29049200.0,14708500.0,4854810.0,69077400.0
890,2017-06-08,1348950016.0,176840992.0,1078790.0,25259700.0,102482000.0,28944700.0,11941600.0,3794400.0,27987400.0
891,2017-06-09,2018889984.0,202679008.0,849760.0,22219500.0,156720992.0,32894500.0,14465400.0,4407810.0,22225600.0
892,2017-06-10,1752400000.0,406217984.0,686715.0,40179500.0,114566000.0,155786000.0,15485200.0,4775940.0,18273600.0
893,2017-06-11,2569530112.0,372663008.0,1387160.0,20308300.0,149942000.0,79698800.0,25425000.0,2788730.0,14843000.0
894,2017-06-12,1781200000.0,150455008.0,543158.0,15386000.0,111937000.0,51568400.0,13362700.0,5535710.0,14126100.0
895,2017-06-13,1696560000.0,278323008.0,707417.0,14116100.0,431096000.0,53986500.0,12407600.0,3673820.0,16478300.0
896,2017-06-14,2026259968.0,314502016.0,901304.0,15751600.0,191548000.0,48167500.0,14252000.0,2239750.0,13021600.0
897,2017-06-15,1195190016.0,515972992.0,654922.0,13983500.0,88152400.0,35834400.0,8711820.0,2259480.0,7608740.0
