Date,BTC-USD,LTC-USD,NMC-USD,DOGE-USD,XRP-USD,DASH-USD,XMR-USD,XVG-USD,XLM-USD
2015-01-02,0.0024917184690256278,-0.011741124791928681,0.03127995632919944,0.0163934882484138,-0.002952051895628971,-0.0013688030438784304,-0.014219769863821452,-0.24999997157829046,-0.0021846151550746207
2015-01-03,-0.10776686435849991,-0.2002729063895866,-0.1832838916327294,-0.10215053048379719,-0.09096146818532724,-0.11251787521990819,0.004432275800704932,0.0,-0.14760077815814943
2015-01-04,-0.0600785299812876,-0.08273174323542254,-0.03527681961586093,-0.0538922755735306,-0.14376181531821353,-0.05487976944282735,-0.09527466878285473,0.0,-0.05479453693216141
2015-01-05,0.03890683553533014,0.06413923582210157,0.029963918525864885,0.018987394817510328,0.0733304316430019,0.027780007340958868,0.010013535665944095,-0.33333335859707414,0.1202445818370168
2015-01-06,0.04268162514326268,0.014379107269466118,0.07301478624932867,0.04347822943145574,0.02047653682212891,0.025863558550614618,0.0953864998048124,0.5000000568434191,0.005053559047110356
2015-01-07,0.028470732229305185,0.002869213725041453,0.04989335559611918,0.0297618717643644,0.005353981633018368,0.0008098796988302848,0.0043283542388845575,0.0,0.06275141564492626
2015-01-08,-0.03733137995621494,-0.05198332652543691,-0.04910961375624101,-0.028901702986313893,-0.008012243074173364,-0.0013971958919720695,-0.07426985093278704,0.6666665656117035,0.05355783188676355
2015-01-09,0.024912706601556422,-0.012305318068743798,-0.00386809618156847,0.01785719235345362,-0.004836517213927527,-0.004226780852344958,0.006118720567015901,0.20000007275957787,0.009879681717528177
2015-01-10,-0.05375884988044988,-0.1664045299721174,-0.10020614590257981,-0.0526316371729425,-0.06527025011007859,-0.0288638049792328,-0.029145334439196202,-0.16666671719414827,-0.07861972758897362
2015-01-11,-0.03324643248414827,0.04308909916199766,-0.06859515458581211,-0.012345683448229061,-0.024333121110773015,-0.0129980181613919,-0.09653259095777178,0.600000036379789,-0.022779917052957233
2015-01-12,0.00804030075540374,-0.005989980546992957,0.020425129646307827,-0.025000009094947262,-0.017639293642101928,0.014629053220473587,-0.038104526089818624,0.24999997157829057,-0.031410519529717074
2015-01-13,-0.1565930750498653,-0.1009840540367064,-0.1237115043001158,-0.1282050827602894,-0.15113374407048508,-0.18828975856228047,-0.15052040113818121,-0.09999994543031654,-0.1733632427881857
2015-01-14,-0.21144862196566871,-0.24924086383414656,-0.14967988856399306,-0.15441176077208185,-0.09042691093727906,-0.19673820249434693,-0.2777474598416547,-0.33333333333333337,0.06538364895778837
2015-01-15,0.17821708719158869,0.10869403277639966,0.1369894743658402,0.21739130984949528,0.1553432090302631,0.1901354363295158,0.1708647029690793,0.16666664140292586,0.16095424548740977
2015-01-16,-0.00832520380537527,0.09315771205377366,-0.002862110755784908,0.014285718740382203,-0.0024932305805021038,-0.010395715642293024,0.06394379653516724,-0.2857143135559599,-0.11071219699970347
2015-01-17,-0.04246580013191237,-0.07763128286072374,-0.024971855430267254,-0.04929584104226148,-0.06352501971885105,-0.044833759294418574,-0.10914747819750792,0.20000007275957787,0.03566622886009507
2015-01-18,0.05560077444138223,0.030864221994857388,0.11187598452567205,0.0370371049060545,0.01699110475072141,0.07578728948246916,0.042728092921994865,0.16666664140292586,0.026424084401184045
2015-01-19,0.021498570488300173,0.006337449729690858,-0.04646507048918258,0.0,0.02362055073940339,0.04189200397840254,-0.017300961913480184,-0.1428571242960267,0.018991394748413715
2015-01-20,-0.016503647079460282,-0.013586401728693742,-0.049892816910299675,0.007142807399066697,0.00756671177969559,0.04618284275137907,-0.07065044386151131,-0.33333335859707414,-0.017809108581233635
2015-01-21,0.0737382606648691,0.03759584794458881,0.03807980618627482,0.08510641372066052,0.033577439427037836,0.11685201971521875,0.10602266862898757,0.24999997157829057,0.06557027307897534
2015-01-22,0.028687036825075563,0.033087998177802946,0.017669507549598507,0.013071899776299967,0.021437588970026455,0.020317381435809745,0.046595873771872354,-0.19999998181010548,-0.02770076645233721
2015-01-23,-0.0022579027249116645,0.005074891579417429,-0.0038194332617563775,0.006451568081510262,-0.016225709234186758,-0.022437207179970775,0.03546999730032874,0.0,-0.0067155102445005666
2015-01-24,0.06427373211222309,0.29303263339033725,0.14299785792433028,0.0641025880209003,0.00011954588591844839,0.09105473821286214,0.053782405070818884,0.0,0.03216554530165805
2015-01-25,0.02368800991891784,0.21938395601191307,0.12199187749966045,0.0,-0.009440770201952775,0.04017873876189415,0.03974279041456108,0.24999997157829057,-0.04922588666277905
2015-01-26,0.07786199419605744,-0.0743896058283442,-0.020977832315424605,-0.018072251662578198,-0.03371940505914106,0.04017137795672876,0.022083788727037756,0.20000007275957787,-0.016910309264219214
2015-01-27,-0.03655931713327831,0.002417123748762018,-0.056388608513989635,-0.030674900848340902,-0.011111802314731078,-0.030151863967325276,0.010385481398714091,0.0,0.022722472187886256
2015-01-28,-0.11219285371519871,-0.10261354334697126,-0.1216735629571093,-0.08860753547927425,-0.05498389572103102,-0.09705458844248815,-0.09174364668883805,-0.16666671719414827,0.01640363474943296
2015-01-29,-0.001718542245643162,0.023317075109073437,0.002023497622752002,0.020833289121786835,-0.017635280515045704,-0.0016836032892465491,0.0650631655116154,0.0,-0.06925425316678224
2015-01-30,-0.03035375941254781,-0.00941710244772731,-0.017398394387972305,-0.03401356773070208,-0.017883850913150257,-0.001448974751478871,-0.051282502513730344,-0.19999998181010548,-0.020632187291494963
2015-01-31,-0.03957601154633916,-0.012715854547364236,-0.021910529426916847,-0.021126818297618644,-0.010039429192046256,-0.01714451676290485,-0.0328381213644533,0.0,-0.028686697407408368
2015-02-01,0.043722158187070814,-0.03735256241435114,0.03290973273586073,0.03597128854700382,-0.011120439390397308,0.1684252202345422,0.05482779216442801,0.0,-0.04430089240645463
2015-02-02,0.04959644263664864,0.040287931367936514,0.035386273991342865,0.04861107532081155,-0.033170667509087925,0.025924331503047515,0.004293981014598769,-0.24999997157829046,0.0091743820628436
